"","AOR","Oct","Nov","Dec","Jan","Feb","Mar","Apr","May","Jun","Jul","Aug","Sep","TOTAL.FY2020"
"2","Atlanta","693","606",589,713,"752","597","347","402","344","443",409,"405",6300
